date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:26:58	18511/18511	---M--	200	added ('OK')	image/jpeg	etag:%2259082b80-484f%22	http://crazycafe.net/demos/cafe-duke/img/daily_menu1.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/daily_menu1.jpg	(from http://crazycafe.net/demos/cafe-duke/)
21:26:58	243326/243326	---M--	200	added ('OK')	image/jpeg	etag:%2259082bff-3b67e%22	http://crazycafe.net/demos/cafe-duke/img/welcome_bg2.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/welcome_bg2.jpg	(from http://crazycafe.net/demos/cafe-duke/)
21:26:59	3609/3609	---M--	200	added ('OK')	image/jpeg	etag:%2259082bbe-e19%22	http://crazycafe.net/demos/cafe-duke/img/payment_method1.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/payment_method1.jpg	(from http://crazycafe.net/demos/cafe-duke/)
21:27:00	14539/14539	---M--	200	added ('OK')	image/jpeg	etag:%2259082b83-38cb%22	http://crazycafe.net/demos/cafe-duke/img/daily_menu3.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/daily_menu3.jpg	(from http://crazycafe.net/demos/cafe-duke/)
21:27:08	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%2259082c06-90b5%22	http://crazycafe.net/demos/cafe-duke/js/bootstrap.min.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/bootstrap.min.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:09	40401/40401	---M--	200	added ('OK')	application/javascript	etag:%2259082c11-9dd1%22	http://crazycafe.net/demos/cafe-duke/js/owl.carousel.min.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/owl.carousel.min.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:10	8415/8415	---M--	200	added ('OK')	application/javascript	etag:%2259082c10-20df%22	http://crazycafe.net/demos/cafe-duke/js/jquery.slicknav.min.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/jquery.slicknav.min.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:10	8155/8155	---M--	200	added ('OK')	application/javascript	etag:%2259082c14-1fdb%22	http://crazycafe.net/demos/cafe-duke/js/wow.min.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/wow.min.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:13	84344/84344	---M--	200	added ('OK')	application/javascript	etag:%2259082c0c-14978%22	http://crazycafe.net/demos/cafe-duke/js/jquery-2.1.4.min.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/jquery-2.1.4.min.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:13	6728/6728	---M--	200	added ('OK')	application/javascript	etag:%2259082c06-1a48%22	http://crazycafe.net/demos/cafe-duke/js/active.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/active.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:16	34705/34705	---M--	200	added ('OK')	application/javascript	etag:%2259082c08-8791%22	http://crazycafe.net/demos/cafe-duke/js/isotope.pkgd.min.js	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/js/isotope.pkgd.min.js	(from http://crazycafe.net/demos/cafe-duke/)
21:27:16	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259082b4e-4e9f%22	http://crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.eot	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.eot	(from http://crazycafe.net/demos/cafe-duke/css/bootstrap.min.css)
21:27:17	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259082b4e-4e9f%22	http://crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.eot?	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regulard41d.eot	(from http://crazycafe.net/demos/cafe-duke/css/bootstrap.min.css)
21:27:18	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%2259082b54-466c%22	http://crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.woff2	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.woff2	(from http://crazycafe.net/demos/cafe-duke/css/bootstrap.min.css)
21:27:21	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%2259082b52-5b80%22	http://crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.woff	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.woff	(from http://crazycafe.net/demos/cafe-duke/css/bootstrap.min.css)
21:27:21	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202017%2015:57:28%20GMT	http://crazycafe.net/demos/cafe-duke/css/owl.video.play.png	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/css/owl.video.play.png	(from http://crazycafe.net/demos/cafe-duke/css/owl.carousel.css)
21:27:21	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%2259082b52-1a8c2%22	http://crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.svg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.svg	(from http://crazycafe.net/demos/cafe-duke/css/bootstrap.min.css)
21:27:25	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%2259082b50-b15c%22	http://crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.ttf	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/glyphicons-halflings-regular.ttf	(from http://crazycafe.net/demos/cafe-duke/css/bootstrap.min.css)
21:27:40	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%2259082b4c-12d68%22	http://crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont3e6e.woff2	(from http://crazycafe.net/demos/cafe-duke/css/font-awesome.min.css)
21:27:47	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259082b40-2876e%22	http://crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont3e6e.eot	(from http://crazycafe.net/demos/cafe-duke/css/font-awesome.min.css)
21:27:47	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259082b40-2876e%22	http://crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont.eot?	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfontd41d.eot	(from http://crazycafe.net/demos/cafe-duke/css/font-awesome.min.css)
21:27:57	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%2259082b49-6c7db%22	http://crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont3e6e.svg	(from http://crazycafe.net/demos/cafe-duke/css/font-awesome.min.css)
21:28:04	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2259082b45-17ee8%22	http://crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont3e6e.woff	(from http://crazycafe.net/demos/cafe-duke/css/font-awesome.min.css)
21:28:20	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2259082b43-286ac%22	http://crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/fonts/fontawesome-webfont3e6e.ttf	(from http://crazycafe.net/demos/cafe-duke/css/font-awesome.min.css)
21:28:23	829345/829345	---M--	200	added ('OK')	image/jpeg	etag:%2259082bff-ca7a1%22	http://crazycafe.net/demos/cafe-duke/img/welcome_bg3.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/welcome_bg3.jpg	(from http://crazycafe.net/demos/cafe-duke/)
21:28:39	79293/79293	---M--	200	added ('OK')	image/jpeg	etag:%2259082b64-135bd%22	http://crazycafe.net/demos/cafe-duke/img/booking_bg.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/booking_bg.jpg	(from http://crazycafe.net/demos/cafe-duke/css/custom/style.css)
21:28:42	238832/238832	---M--	200	added ('OK')	image/jpeg	etag:%2259082ba7-3a4f0%22	http://crazycafe.net/demos/cafe-duke/img/menu_bg.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/menu_bg.jpg	(from http://crazycafe.net/demos/cafe-duke/css/custom/style.css)
21:28:43	283512/283512	---M--	200	added ('OK')	image/png	etag:%2259082b81-45378%22	http://crazycafe.net/demos/cafe-duke/img/combo_bg.png	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/combo_bg.png	(from http://crazycafe.net/demos/cafe-duke/css/custom/style.css)
21:29:02	111434/111434	---M--	200	added ('OK')	image/jpeg	etag:%2259082be2-1b34a%22	http://crazycafe.net/demos/cafe-duke/img/testimonial_bg.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/testimonial_bg.jpg	(from http://crazycafe.net/demos/cafe-duke/css/custom/style.css)
21:29:03	1085/1085	---M--	200	added ('OK')	image/png	etag:%2259082b7e-43d%22	http://crazycafe.net/demos/cafe-duke/img/cursor.png	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/cursor.png	(from http://crazycafe.net/demos/cafe-duke/css/custom/style.css)
21:29:03	120320/120320	---M--	200	added ('OK')	image/jpeg	etag:%2259082be1-1d600%22	http://crazycafe.net/demos/cafe-duke/img/tittle_bg.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/tittle_bg.jpg	(from http://crazycafe.net/demos/cafe-duke/css/custom/style.css)
21:29:03	913/913	---M--	200	added ('OK')	text/css	etag:%2259082afe-391%22	http://crazycafe.net/demos/cafe-duke/css/responsive.css	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/css/responsive.css	(from http://crazycafe.net/demos/cafe-duke/cart.html)
21:29:04	2416/2416	---M--	200	added ('OK')	image/jpeg	etag:%2259082b72-970%22	http://crazycafe.net/demos/cafe-duke/img/cart1.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/cart1.jpg	(from http://crazycafe.net/demos/cafe-duke/cart.html)
21:29:05	1957/1957	---M--	200	added ('OK')	image/jpeg	etag:%2259082b73-7a5%22	http://crazycafe.net/demos/cafe-duke/img/cart2.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/cart2.jpg	(from http://crazycafe.net/demos/cafe-duke/cart.html)
21:29:12	38264/38264	---M--	200	added ('OK')	image/jpeg	etag:%2259082b5c-9578%22	http://crazycafe.net/demos/cafe-duke/img/about_back_img.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/about_back_img.jpg	(from http://crazycafe.net/demos/cafe-duke/about.html)
21:29:14	9397/9397	---M--	200	added ('OK')	image/jpeg	etag:%2259082bd8-24b5%22	http://crazycafe.net/demos/cafe-duke/img/team1.jpg	C:/Users/Desperado~!/Desktop/cafe%20duke/crazycafe.net/demos/cafe-duke/img/team1.jpg	(from http://crazycafe.net/demos/cafe-duke/about.html)
